,name,size_buy,sex,height,weight,size_review,brightness,color,thickness,review
800,세미와이드히든밴딩슬랙스[화이트],28,남성, 173cm, 58kg,보통이에요,밝아요,보통이에요,얇아요,무신사 이번에 세미 와이드 슬랙스 이거진짜물건이네요 많이파세요 핏 좋음
801,세미와이드히든밴딩슬랙스[블랙],32,남성, 175cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요,여름에 입긴 조금 덥긴한데 가성비로 자주 구매하네요 선선해지면 데일리로 자주 입은거 같아요
802,세미와이드히든밴딩슬랙스[네이비],36,남성, 180cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 적당하고 회사에 입고 다니기 무난한 거 같네요
803,세미와이드히든밴딩슬랙스[더스티베이지],32,남성, 186cm, 71kg,보통이에요,보통이에요,선명해요,두꺼워요,옷 이쁘고 가성비 좋아요이 가격대에서 최고인듯두께는 살짝 두꺼운 편입니다
804,세미와이드히든밴딩슬랙스[블랙],34,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,재구매 합니다.  스타일두 좋고 저에게 안성맞춤이라 한벌더 구매하게 됐어요.  너무 마음에 들어요
805,세미와이드히든밴딩슬랙스[네이비],31,남성, 185cm, 80kg,보통이에요,보통이에요,선명해요,보통이에요,옷핏이 이뻐서 좋습니다 역시 믿고사는 무신사네요
806,세미와이드히든밴딩슬랙스[베이지],29,남성, 174cm, 61kg,보통이에요,보통이에요,선명해요,보통이에요,어떤 옷에 입어도 다 잘울리는 무난한 바지인거 같아요
807,세미와이드히든밴딩슬랙스[블랙],34,남성, 187cm, 90kg,커요,밝아요,선명해요,보통이에요,딱 입었을때 슬랙스는 이거구나 싶을 정도로 편하고 좋음 ㅋㅋ 무탠다드 최고
808,세미와이드히든밴딩슬랙스[블랙],29,남성, 174cm, 68kg,보통이에요,어두워요,흐려요,보통이에요,핏도 이쁘고 두껍지도 않고 이쁘게 잘 나왔습니다
809,세미와이드히든밴딩슬랙스[차콜그레이],34,남성, 172cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,좋습니다위아래 세트로 구매해서 잘입었음용추천
810,세미와이드히든밴딩슬랙스[라이트베이지],28,남성, 181cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,허리가 좀 얇은 편이라 바지 사면 허리가 커서 거의 잘 안맞는데 이거는 벨트없이도 딱 맞네요같은 제품으로 사이즈도 동일하게 다른색상도 있는데 입다보면 조금 늘어나는지 새로 사 입은 이 바지는기존거보다는 조금 타이트한 느낌이에요
811,세미와이드히든밴딩슬랙스[블랙],30,남성, 180cm, 75kg,보통이에요,어두워요,선명해요,보통이에요,키180 몸무게 75 사이즈 잘맞고 편해요 재구매함
812,세미와이드히든밴딩슬랙스[라이트베이지],32,남성, 165cm, 66kg,보통이에요,보통이에요,보통이에요,얇아요,원래 쿨탠다드 를 살려했는데 품절이라 이걸 산건데만족스러워요 이정도면 여름에도 충분히 가능할듯 싶습니다색감이 제가 딱 원하던거그런데 다른 어두운색 바지보다 살짝 나풀거리는거 같아요 더 얇은거 같기도하네요
813,세미와이드히든밴딩슬랙스[차콜그레이],32,남성, 165cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,차골을 살지 다크그레이를 살지 고민하다가결국 차골을 샀는데 만족합니다 역시 마감 핏 모두 훌륭합니다
814,세미와이드히든밴딩슬랙스[더스티베이지],33,남성, 183cm, 80kg,보통이에요,보통이에요,보통이에요,두꺼워요,진한베이지색사이즈는32도 입을 수는 있지만 약간타이트 한 느낌이고 세미와이드가 조금이라도 티가 나려면 33추천두깨는 한여름 제외 다입을수 있는 두께
815,세미와이드히든밴딩슬랙스[블루그레이],33,남성, 183cm, 80kg,보통이에요,보통이에요,보통이에요,두꺼워요,사진보다 바지색이 어둡고 쥐색 느낌사이즈는32도 입을 수는 있지만 약간타이트 한 느낌이고 세미와이드가 조금이라도 티가 나려면 33추천
816,세미와이드히든밴딩슬랙스[네이비],31,남성, 179cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,생각보다는 밝은 네이비이긴 한데 핏은 마음에 듭니다
817,세미와이드히든밴딩슬랙스[블랙],32,남성, 174cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,딱 원하던 세미와이드 느낌이라 좋네요.사이즈도 좋구 디자인도 무난하니 두께감도 좋아요
818,세미와이드히든밴딩슬랙스[블랙],33,남성, 190cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,진한 검정색이고 무난하게 입기 좋아요. 추천드립니다
819,세미와이드히든밴딩슬랙스[블랙],28,남성, 172cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,적당히 무난무난 조아요 가성비로 적당히 무난무난
820,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 182cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,세미와이드핏이지만 그렇게 통이 넓지는 않고제 키에 기장은 딱맞아요 이뻐요한 여름에는 살짝 더울 수도 있지만 그 외 계절에는 편하게 입을 수 있을 것 같아요
821,세미와이드히든밴딩슬랙스[블랙],31,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈가 딱 이에요 색깔도 너무 이뻐요 또 사고 싶어요
822,세미와이드히든밴딩슬랙스[블랙],29,남성, 176cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요,평소에 입기에 무난한 바지입니다 매우  추천합니다.
823,세미와이드히든밴딩슬랙스[그레이],31,남성, 180cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 무탠다드입니다 잘입고 있어요 다른 색상도 구매 예정입니다
824,세미와이드히든밴딩슬랙스[크림],29,남성, 172cm, 64kg,보통이에요,밝아요,선명해요,보통이에요,기장이 길어서 수선을 했는데 품질도 좋고 만족스럽습니다
825,세미와이드히든밴딩슬랙스[블랙],29,남성, 172cm, 64kg,보통이에요,밝아요,선명해요,보통이에요,가성비 슬랙스로서 이만한게 없는거 같고 통이나 길이가 적당하니 좋네요~
826,세미와이드히든밴딩슬랙스[차콜그레이],28,남성, 178cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,항상 입는제품이에요 수선도 필요없고 핏도 이뻐서 주기적으로 구매중이에요
827,세미와이드히든밴딩슬랙스[블랙],34,남성, 192cm, 88kg,보통이에요,보통이에요,보통이에요,보통이에요,아주 만족해요 데일리로 입기 다니기도 좋을 것 같네요 추천합니다!!
828,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 184cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,좋아여 역시 무신사스태ㄴ다즈제품은 아주잘입을수있어
829,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 181cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,좋은 가격으로 잘 입었습니다.회사 다니면서 입고다녀도 좋습니다.
830,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 180cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,저는 32가 더 맞는 것 같네요 그래도 라이트베이지 색상이 젤 이쁩니다
831,세미와이드히든밴딩슬랙스[블랙],34,남성, 184cm, 87kg,보통이에요,보통이에요,보통이에요,보통이에요,편하고 이쁘고 질좋고 괜찮고 가격착하고 슬랙스는 무탠다드
832,세미와이드히든밴딩슬랙스[크림],32,남성, 183cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,베이지 슬랙스 필요해서 구매했는데 색감이 너무이쁘고 시원해서 좋아요 
833,세미와이드히든밴딩슬랙스[라이트베이지],29,여성, 170cm, 60kg,보통이에요,보통이에요,선명해요,보통이에요,"약간 더울 수는 있으나, 지금 입어도 괜찮을 정도의 두께입니다.소재 꽤 괜찮은 거 같은데, 하루 입고 나갔다가 엉덩이쪽에 보풀이 약간 생겨서 놀랐습니다..ㅎ기장도 적당하고, 허리쪽 밴드도 짱짱해서 좋습니다."
834,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 180cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,허리는 조금 타이트하고핏은 세미와이드라 만족합니다
835,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 180cm, 67kg,작아요,보통이에요,선명해요,보통이에요,검은색보다 뭔가 더 슬림한거 같은데핏 예쁘고 실물 색이 더 잘 빠졌네요완전 만족
836,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 171cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,색도 너무 예쁘고 적당히 와이드핏이라서 이쁘게 입을 수 잇어요
837,세미와이드히든밴딩슬랙스[블랙],32,남성, 173cm, 82kg,보통이에요,보통이에요,선명해요,두꺼워요,제 실측 다리는 짧은편이고 허벅지 63cm 허리85cm 엉덩이 102인데 약간 하벅지가 작네요 울어서 고툭튀 될랑말랑 정도
838,세미와이드히든밴딩슬랙스[블랙],28,남성, 174cm, 54kg,커요,보통이에요,선명해요,보통이에요,재질 좋은 편이구 사이즈 크지 않고 딱 맞네요두께감은 좀 있습니다
839,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 164cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요,가격에 비해서 핏이 너무 좋아요 무신사 스탠다드 옷 너무 이쁜듯
840,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,과거 샀던 무탠다드 슬랙스는 보풀이 많이나서 별로였는데 그 사이에 성장했네요.이 가격 이 품질 재구매 각입니다.
841,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 173cm, 62kg,보통이에요,보통이에요,보통이에요,두꺼워요,아무생각 없이 사는 무신사 스탠다드 또 그냥 샀습니다
842,세미와이드히든밴딩슬랙스[베이지],30,남성, 175cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비 나쁘지 않아요 캐주얼하게 입기무난해요착용감 편하고 재질부드러워요
843,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 173cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 슬랙스는 가격도 적당하고 품질도 괜찮아서 오래 입을 수 있을 거 같아요
844,세미와이드히든밴딩슬랙스[블랙],31,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 슬랙스는 가격도 적당하고 품질도 괜찮아서 오래 입을 수 있을 거 같아요
845,세미와이드히든밴딩슬랙스[라이트그레이],28,남성, 170cm, 59kg,보통이에요,보통이에요,보통이에요,보통이에요,정말 이쁩니다. 발 뒤꿈치 2cm 위로 해서 기장 수선하니까 다리도 더 길어 보입니다
846,세미와이드히든밴딩슬랙스[브라운],33,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,가을에 입기 좋을거 같고색상이 너무 맘에 드네요.
847,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 172cm, 63kg,보통이에요,어두워요,보통이에요,보통이에요,무탠다드 슬랙스 아아주아주 무난합니다 사이즈는 정사이즈요
848,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 176cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요,핏도 딱 이상적으로 떨어지고 정말 예쁩니다 너무 잘산 거 같아요
849,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 179cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 벌써 네벌째 너무 만족하명서 입고 있습니다
850,세미와이드히든밴딩슬랙스[블랙],31,남성, 175cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,여름보단 가을 겨울에 입기 좋을거 같아요 통도 좋아요
851,세미와이드히든밴딩슬랙스[미디엄그레이],28,남성, 166cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,옷이 트렌디하고 몸에 딱 맞게 떨어지고 여름인데 시원해서 예쁨
852,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 좋아요생각보단 덜 와이드하지만 좋네요사진보다 더 이쁩니다
853,세미와이드히든밴딩슬랙스[블랙],33,남성, 178cm, 74kg,보통이에요,어두워요,선명해요,보통이에요,믿고사는 무신하 스탠다드 입니다. Fit은 수선이 필요없고 개인적으로는 와이드 슬랙스보다 세미와이드가 더 괜찮은 fit 인 듯 합니다.
854,세미와이드히든밴딩슬랙스[블랙],34,남성, 178cm, 81kg,보통이에요,어두워요,선명해요,보통이에요,옷 재질도 좋구 핏도 원하던 핏이라아주 만족스럽습니다 
855,세미와이드히든밴딩슬랙스[블랙],29,남성, 171cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,색상도 무난하고 핏도 적당합니다. 불량 상품이 발송되어서 교환 오래 기다린 것 빼고 다시 받은 옷은 괜찮네요. 길이는 5cm 수선하였습니다.
856,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 180cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 첫구매 세미와이드 정착했습니다너무 좋아요두께감은좀있어요 가을겨울입으려고미리구매
857,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,매일매일 필요한 상황마다 편하게 입을 수 있을 것 같습니다!
858,세미와이드히든밴딩슬랙스[라이트그레이],31,남성, 177cm, 72kg,커요,밝아요,선명해요,보통이에요,31사이즈면 30사이즈 추천드립니다.허리밴딩이지만 허리가 살짝 남는게 아쉽네요
859,세미와이드히든밴딩슬랙스[블랙],33,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,원하던 상품이예요하나더 구매하려해요.편하고 스타일 만족합니다.
860,세미와이드히든밴딩슬랙스[베이지],32,남성, 181cm, 76kg,보통이에요,보통이에요,선명해요,보통이에요,남친선물로 사줬는데 너무 잘입고다녀요아주편하다고하내요
861,세미와이드히든밴딩슬랙스[블랙],30,남성, 172cm, 68kg,보통이에요,보통이에요,선명해요,보통이에요,편하고 핏좋고 재질도 괜찮아요 다음에 또 살 예정입니다
862,세미와이드히든밴딩슬랙스[블랙],29,남성, 177cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 스탠다드 세미 롸이드 히든 밴딩 추천합니다.
863,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 172cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,바지 기장은 살짝 길어서 수선했고 편하고 이쁩니다. 잘 입을게요~
864,세미와이드히든밴딩슬랙스[블랙],30,남성, 178cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,핏이 괜찮네요! 작다는 느낌이라기보단 되게 탄탄하네요
865,세미와이드히든밴딩슬랙스[미디엄그레이],28,남성, 179cm, 63kg,보통이에요,보통이에요,선명해요,보통이에요,쫀쫀하니 맛있어여 맛있어색깔도 깔끔하게 이쁩니다
866,세미와이드히든밴딩슬랙스[블랙],34,남성, 187cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요,"사이즈 딱 맞고, 원래 살쪘을때 테이퍼드입어서 허리치수대로 테이퍼트샀더니 테이퍼드는 종아리나 허벅부분이 낑겨서 세미와이드 샀더니 잘 맞습니다."
867,세미와이드히든밴딩슬랙스[블랙],30,남성, 171cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,앉을 때 허리 쪼이는거 생각해서 30샀는데좋네요가성비 좋습니다~
868,세미와이드히든밴딩슬랙스[미디엄그레이],33,남성, 177cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,옷 색감이나 핏이 원하던 대로여서 이쁘게 잘 입고 다닐 것 같아요
869,세미와이드히든밴딩슬랙스[블랙],33,남성, 177cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,이 가격에 이 핏 확실히 슬렉스는 무탠다드가 최고 인 것 같아요
870,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 177cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,옷 색감이 원하던 색감이라 잘 입고 다닐 것 같아요 여름에 어울리는 색감같아요
871,세미와이드히든밴딩슬랙스[블랙],33,남성, 173cm, 85kg,보통이에요,밝아요,선명해요,보통이에요,세미 와이드 핏이라서 깔끔한게 맘에들어요슬랙스 재질이 좀 두터운워서 여름에 착영하긴어려울것같구요 날씨가 시원해 지면 자주 착용할것같습니다좀 날씬해 보이기도 한듯합니다
872,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 181cm, 67kg,보통이에요,보통이에요,선명해요,보통이에요,회사에 입고다니려고 샀는데 너무 편하고 튀지도 않아 좋습니다. 색상다르게 두개샀네요.
873,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,확실히 기장이길어서 다리가길어보이는효과가 아주 좋은것같아요 만족합니다. 색도 잘 빠졌어요!
874,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,되게 좋네요 여름엔 약간 덥겠지만 나머지 계절엔 딱
875,세미와이드히든밴딩슬랙스[라이트베이지],34,남성, 184cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,기장이 길어서 살짝 자를예정입니다. 허벅지 두꺼운데 좋네요
876,세미와이드히든밴딩슬랙스[더스티베이지],34,남성, 184cm, 79kg,보통이에요,보통이에요,보통이에요,얇아요,기장이 길어서 살짝 자를예정입니다. 허벅지 두꺼운데 좋네요
877,세미와이드히든밴딩슬랙스[브라운],32,남성, 183cm, 72kg,보통이에요,보통이에요,선명해요,보통이에요,기장도 길어서 다리가 길어보이고 허리도 편합니다!
878,세미와이드히든밴딩슬랙스[라이트브라운],33,남성, 174cm, 83kg,보통이에요,보통이에요,선명해요,얇아요,데일리로 입기 좋아보이는 슬랙스입니다. 업무용으로 샀는데 저주 입을거 같아요
879,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 168cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요,결혼식날 축가용 셋업으로 잘 입었습니다. 추천드려요!
880,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 177cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,허리는 벨트 안할꺼면 1치수 줄여서 주문하면 맞을꺼 같네요
881,세미와이드히든밴딩슬랙스[라이트베이지],31,남성, 171cm, 65kg,보통이에요,보통이에요,선명해요,보통이에요,색깔별로 3개짼데 핏도 맘에들고 여름에도 입을수 있어요.
882,세미와이드히든밴딩슬랙스[블랙],32,남성, 170cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,널널하게 떨어지는 핏이 이쁘고 재질도 좋아하는 느낌이라 만족합니다.
883,세미와이드히든밴딩슬랙스[블랙],33,남성, 180cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,세일해서 싸게 샀는데 가격 떠나서 빨리살걸 싶은 생각 들정도로 만족스럽네요.세미와이드 라고는 하지만 바지 통이 딱 편하게 맞고 길이 허리 다 좋습니다.와이드 부담 스러워하는 사람도 쉽게 입을수있을 옷인거같아요.
884,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 174cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,활용도도 높고 바지 자체도 이쁜거 같아서 자주 입습니다.
885,세미와이드히든밴딩슬랙스[차콜그레이],32,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,차콜그레이 색상이 코디하기에 무난해서 두개구매했습니다
886,세미와이드히든밴딩슬랙스[더스티베이지],32,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,재주문7개했습니다 컬러별로 하나씩 다 구매해놓으세요
887,세미와이드히든밴딩슬랙스[라이트카키],32,남성, 182cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,컬러감 핏감 나쁘지않고 가성비로 이정도면 괜찮습니다
888,세미와이드히든밴딩슬랙스[블랙],34,남성, 187cm, 92kg,보통이에요,보통이에요,보통이에요,두꺼워요,옷이 좀 두껍네요. 세일하길래샀는데 여름에는 못입겠네요. 봄 가을용으론 가성비 최고 역시 무신사르
889,세미와이드히든밴딩슬랙스[미디엄그레이],33,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 품질 좋습니다 핏도 이쁘구여 잘 입겠습니다
890,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 175cm, 68kg,보통이에요,밝아요,선명해요,보통이에요,여름에 입기에 생각보다 더울 수 있는데 원단이 좋아서 마음에 듭니다
891,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 177cm, 68kg,보통이에요,밝아요,보통이에요,보통이에요,사진보다 색감은 더 밝습니다! 핏 적당하니 예쁘네요
892,세미와이드히든밴딩슬랙스[크림],33,남성, 176cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,진심 이쁩니다… 다른색도 살려고요.. ㅎㅎ 너무 이뻐서 
893,세미와이드히든밴딩슬랙스[블랙],28,여성, 165cm, 58kg,커요,보통이에요,보통이에요,두꺼워요,셔츠랑 입기 좋고 편하게 입고 다니기 좋아용 만족!
894,세미와이드히든밴딩슬랙스[베이지],33,남성, 170cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈도 괜찮고 색상도 괜찮고 사이즈도 좋아요
895,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈적당하고좋습니다블랙에이어 그레이도구매햇네요
896,세미와이드히든밴딩슬랙스[블랙],30,남성, 181cm, 74kg,보통이에요,어두워요,선명해요,보통이에요,실측 보고 골라서 스트레이트 핏인건 알고있었는데이름에는 확실히 의문이 들긴 함왜 세미와이드일까와이드 제품이 더 세미와이드같던데바지 자체는 군더더기 없이 깔끔하고 가성비 좋음
897,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 178cm, 100kg,작아요,보통이에요,보통이에요,보통이에요,생각보다 슬림해요 세미와이드보단 슬림스트레이트에 가까움
898,세미와이드히든밴딩슬랙스[라이트베이지],28,남성, 170cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요,핏 좋네요~ 저한테 딱맞아요.마음에 들어서 블랙 색상도 주문했어요
899,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 180cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요,검은색 샀다가 맘에들어서 회색도샀는데 역시 좋네요ㅎㅎ 편하고 이뻐요
900,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 174cm, 74kg,보통이에요,어두워요,보통이에요,두꺼워요,여름에입기는 조금 두껍쓰. 기장은 좀길어서 수선함. 세미와이드 딱적당
901,세미와이드히든밴딩슬랙스[라이트카키],30,남성, 178cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요,무탠다드 슬랙스만 색깔별로 다사는거같아요.. 굿
902,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 181cm, 73kg,작아요,보통이에요,보통이에요,보통이에요,흠 같은 사이즈로 같은 제품이 여러벌 있는데 이 제품은 사이즈가 전체적으로 좀 타이트했어요
903,세미와이드히든밴딩슬랙스[다크그레이],31,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,뭐 무탠다드 베스트셀러 아니겠습니까.사이즈고 색감이고 다 마음에 듭니다.손이 많이가서 색깔별로 4개나 샀어요
904,세미와이드히든밴딩슬랙스[라이트그레이],31,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,뭐 무탠다드 베스트셀러 아니겠습니까.사이즈고 색감이고 다 마음에 듭니다.손이 많이가서 색깔별로 4개나 샀어요
905,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비 깡패 무탠다드 입니다. 무난무난하게 입기 좋아요.
906,세미와이드히든밴딩슬랙스[크림],29,남성, 172cm, 59kg,보통이에요,보통이에요,선명해요,보통이에요,무탠다드 세미와이드 핏도 좋고 예뻐요 가성비 굿
907,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 172cm, 72kg,보통이에요,밝아요,보통이에요,보통이에요,허리 밴딩이 있어서 편하게 입기 좋네요. 핏도 좋습니다!
908,세미와이드히든밴딩슬랙스[브라운],30,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,너무 만족스럽습니다 두개 구매해서 너무 기분좋아요
909,세미와이드히든밴딩슬랙스[다크그레이],30,남성, 170cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,아주 좋습니다 만족스러운 기장이에요 핏 완벽해요
910,세미와이드히든밴딩슬랙스[미디엄그레이],27,여성, 165cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 품질이 굉장히 좋고 핏도 정말 좋아요 감사합니다
911,세미와이드히든밴딩슬랙스[블랙],27,여성, 165cm, 50kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 품질이 굉장히 좋고 핏도 정말 좋아요 감사합니다
912,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,179센티미터 77킬로그램 31사이즈 잘 맞습니다
913,세미와이드히든밴딩슬랙스[블랙],30,남성, 179cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 딱좋아요 급하게 경조사에 입으려고 구매 했어요할인 쿠폰 적용해서 싸게샀음요
914,세미와이드히든밴딩슬랙스[블랙],31,남성, 175cm, 70kg,보통이에요,밝아요,선명해요,보통이에요,쿠폰써서 최저가로 구매했어요~ 만족합니다 추천합니다
915,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,믿고 입는 무탠다드 슬랙스입니다가성비가 최고에요
916,세미와이드히든밴딩슬랙스[블랙],32,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,고무줄이 있어서 좋아요! 원래 입는 사이즈대로 주문했는데 잘 맞아요
917,세미와이드히든밴딩슬랙스[블랙],31,남성, 176cm, 70kg,보통이에요,보통이에요,선명해요,보통이에요,세미와이드핏 그레이에 이어 두번째입니다. 무탠슬랙스 가성비 굿입니다. 176/70 31이 허리 딱맞고 허벅지 살짝 여유있습니다
918,세미와이드히든밴딩슬랙스[블랙],28,남성, 170cm, 58kg,보통이에요,어두워요,보통이에요,보통이에요,허리가 생각한거보다 찔끔커요 길이는 딱좋구 통도 마음에들어요
919,세미와이드히든밴딩슬랙스[브라운],30,남성, 178cm, 71kg,보통이에요,어두워요,보통이에요,보통이에요,핏은 그레이랑 동일해서 맘에들지만생각보다 색깔이 많이 어두워 아쉬워요
920,세미와이드히든밴딩슬랙스[블랙],34,남성, 183cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사스탠다드 슬랙스는 합리적인 가격에 입기 좋아요!
921,세미와이드히든밴딩슬랙스[차콜그레이],29,남성, 164cm, 56kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비의 여러 슬랙스들을 구매해봤는데 무탠다드가 가볍게 입기좋고 무엇보다 핏이 트렌디해서 좋아요
922,세미와이드히든밴딩슬랙스[그레이],30,남성, 178cm, 75kg,보통이에요,어두워요,보통이에요,보통이에요,키 178이고 바지 길이 딱 맞습니다. 발등 덮을 정도의 길이감을 원했는데 좋습니다. 색상은 회색 그 자체입니다. 다만 빛 받으면 더 밝아집니다
923,세미와이드히든밴딩슬랙스[블랙],30,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,키 178에 바지길이 딱 맞습니다. 발등을 덮을 정도까지 오는 기장을 선호하는데 그런 길이 입니다. 세미와이드라 완전 와이드하지는 않습니다. 
924,세미와이드히든밴딩슬랙스[블랙],32,남성, 184cm, 81kg,보통이에요,어두워요,선명해요,두꺼워요,핏도 딱 맞고 그보다 재질이 짱짱하다기보단 적당한 스판끼가 느껴져 활동성에도 마음에 들어요
